Product ID,Category,Sub Category,Color,Sizes,Production Cost
2318,Feminine,Shirts and Blouses,,S|M|L|XL,5.15
2319,Feminine,T-shirts and Tops,,S|M|L|XL,6.55
2320,Feminine,Pants and Jeans,,36|38|40|42|44|46,15.4
2321,Feminine,Skirts and Shorts,,S|M|L,8.25
2322,Feminine,Suits and Sets,,S|M|L|XL,38.82
2323,Feminine,Sportswear,,S|M|L|XL,10.68
2324,Feminine,Pajamas,,S|M|L|XL,4.32
2325,Feminine,Accessories,,,8.48
2326,Masculine,Coats and Blazers,BLUE,M|L|XL|XXL,15.24
2327,Masculine,Sweaters and Sweatshirts,GREEN,M|L|XL|XXL,18.43
2328,Masculine,T-shirts and Polos,RED,M|L|XL|XXL,10.83
2329,Masculine,Shirts,,M|L|XL|XXL,5.18
2330,Masculine,Pants and Jeans,,38|40|42|44|46,22.39
2331,Masculine,Suits,,M|L|XL|XXL,29.36
2332,Masculine,Sportswear,,M|L|XL|XXL,6.19
2333,Masculine,Blazers,,M|L|XL|XXL,7.76
2334,Masculine,Accessories,,,4.78
2335,Children,Baby (0-12 months),YELLOW,P|M|G,10.68
2336,Children,"Girl and Boy (1-5 years, 6-14 years)",BLACK,P|M|G|GG,15.62
2337,Children,Coats,SILVER,P|M|G,9.28
2338,Children,Sweaters,,P|M|G,15.96
2339,Children,Pajamas-2,,P|M|G,14.67
2340,Children,Accessories,,,5.02
2341,Feminine,Coats and Blazers,WHITE,S|M|L|XL,27.47
2342,Feminine,Sweaters and Knitwear,WHITE,S|M|L|XL,22.55
2343,Feminine,Dresses and Jumpsuits,BLACK,S|M|L|XL,16.65
2344,Feminine,Shirts and Blouses,,S|M|L|XL,10.19
2345,Feminine,T-shirts and Tops,,S|M|L|XL,5.73
2346,Feminine,Pants and Jeans,,36|38|40|42|44|46,56.13
2347,Feminine,Skirts and Shorts,,S|M|L|XL,6.62
2348,Feminine,Suits and Sets,,S|M|L,51.19
2349,Feminine,Sportswear,,S|M|L|XL,16.7
2350,Feminine,Pajamas,,S|M|L|XL,17.39
2351,Feminine,Accessories,,,2.77
2352,Masculine,Coats and Blazers,NEUTRAL,M|L|XL|XXL,5.44
2353,Masculine,Sweaters and Sweatshirts,,M|L|XL,21.85
2354,Masculine,T-shirts and Polos,BEIGE,M|L|XL|XXL,8.03
2355,Masculine,Shirts,,M|L|XL|XXL,21.45
2356,Masculine,Pants and Jeans,,38|40|42|44|46|48,24.16
2357,Masculine,Suits,,M|L|XL|XXL,36.18
2358,Masculine,Sportswear,,M|L|XL|XXL,8.72
2359,Masculine,Blazers,,M|L|XL|XXL,20.8
2360,Masculine,Accessories,,,2.42
2361,Children,Baby (0-12 months),LILAC,P|M|G,14.18
2362,Children,"Girl and Boy (1-5 years, 6-14 years)",YELLOW,P|M|G|GG,20.1
2363,Children,Coats,GREEN,P|M|G,29.2
2364,Children,Sweaters,,P|M|G,23.56
2365,Children,Pajamas-2,,P|M|G,6.57
2366,Children,Accessories,,,2.53
2367,Feminine,Coats and Blazers,WHITE,S|M|L|XL,45.61
2368,Feminine,Sweaters and Knitwear,MUSTARD,S|M|L|XL,27.31
2369,Feminine,Dresses and Jumpsuits,PINK,S|M|L|XL,20.01
2370,Feminine,Shirts and Blouses,,S|M|L|XL,7.35
2371,Feminine,T-shirts and Tops,,S|M|L|XL,4.47
2372,Feminine,Pants and Jeans,,36|38|40|42|44|46,16.52
2373,Feminine,Skirts and Shorts,,S|M|L|XL,21.42
2374,Feminine,Suits and Sets,,S|M|L|XL,48.8
2375,Feminine,Sportswear,,S|M|L|XL,9.12
2376,Feminine,Pajamas,,S|M|L|XL,14.5
2377,Feminine,Accessories,,,2.73
2378,Masculine,Coats and Blazers,BLUE,M|L|XL,12.65
2379,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,8.07
2380,Masculine,T-shirts and Polos,GREEN,M|L|XL|XXL,6.53
2381,Masculine,Shirts,,M|L|XL|XXL,15.92
2382,Masculine,Pants and Jeans,,38|40|42|44|46|48,16.07
2383,Masculine,Suits,,M|L|XL|XXL,52.98
2384,Masculine,Sportswear,,M|L|XL|XXL,32.02
2385,Masculine,Blazers,,M|L|XL|XXL,8.19
2386,Masculine,Accessories,,,7.69
2387,Children,Baby (0-12 months),TURQUOISE,P|M|G,8.72
2388,Children,"Girl and Boy (1-5 years, 6-14 years)",SILVER,P|M|G|GG,4.15
2389,Children,Coats,BLUE,P|M|G,13.11
2390,Children,Sweaters,,P|M|G,25.66
2391,Children,Pajamas-2,,P|M|G,10.42
2392,Children,Accessories,,,12.75
2393,Feminine,Coats and Blazers,BURGUNDY,S|M|L|XL,21.7
2394,Feminine,Sweaters and Knitwear,YELLOW,S|M|L|XL,19.43
2395,Feminine,Dresses and Jumpsuits,,S|M|L|XL,10.54
2396,Feminine,Shirts and Blouses,,S|M|L|XL,15.36
2397,Feminine,T-shirts and Tops,,S|M|L|XL,16.03
2398,Feminine,Pants and Jeans,,36|38|40|42|44|46,24.26
2399,Feminine,Skirts and Shorts,,S|M|L|XL,8.29
2400,Feminine,Suits and Sets,,S|M|L|XL,21.9
2401,Feminine,Sportswear,,S|M|L|XL,24.97
2402,Feminine,Pajamas,,S|M|L|XL,3.22
2403,Feminine,Accessories,,,1.2
2404,Masculine,Coats and Blazers,WHITE,M|L|XL|XXL,43.75
2405,Masculine,Sweaters and Sweatshirts,PINK,M|L|XL|XXL,12.3
2406,Masculine,T-shirts and Polos,,M|L|XL|XXL,8.57
2407,Masculine,Shirts,,M|L|XL|XXL,8.07
2408,Masculine,Pants and Jeans,,38|40|42|44|46|48,44.2
2409,Masculine,Suits,,M|L|XL|XXL,41.7
2410,Masculine,Sportswear,,M|L|XL|XXL,25.54
2411,Masculine,Blazers,,M|L|XL|XXL,6.18
2412,Masculine,Accessories,,,2.81
2413,Children,Baby (0-12 months),WHITE,P|M|G,3.05
2414,Children,"Girl and Boy (1-5 years, 6-14 years)",PINK,P|M|G|GG,4.31
2415,Children,Coats,RED,P|M|G,15.67
2416,Children,Sweaters,,P|M|G,15.05
2417,Children,Pajamas-2,,P|M|G,11.33
2418,Children,Accessories,,,6.54
2419,Feminine,Coats and Blazers,TURQUOISE,S|M|L,18.48
2420,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,26.45
2421,Feminine,Dresses and Jumpsuits,RED,S|M|L|XL,13.78
2422,Feminine,Shirts and Blouses,,S|M|L|XL,5.53
2423,Feminine,T-shirts and Tops,,S|M|L,10.35
2424,Feminine,Pants and Jeans,,36|38|40|42|44|46,46.5
2425,Feminine,Skirts and Shorts,,S|M|L|XL,8.73
2426,Feminine,Suits and Sets,,S|M|L|XL,10.49
2427,Feminine,Sportswear,,S|M|L|XL,19.46
2428,Feminine,Pajamas,,S|M|L|XL,19.15
2429,Feminine,Accessories,,,3.52
2430,Masculine,Coats and Blazers,WHITE,M|L|XL|XXL,25.05
2431,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,18.22
2432,Masculine,T-shirts and Polos,NEUTRAL,M|L|XL|XXL,18.22
2433,Masculine,Shirts,,M|L|XL,16.09
2434,Masculine,Pants and Jeans,,38|40|42|44|46|48,11.08
2435,Masculine,Suits,,M|L|XL|XXL,38.63
2436,Masculine,Sportswear,,M|L|XL,25.9
2437,Masculine,Blazers,,M|L|XL|XXL,3.93
2438,Masculine,Accessories,,,3.65
2439,Children,Baby (0-12 months),BLACK,P|M|G,9.21
2440,Children,"Girl and Boy (1-5 years, 6-14 years)",MUSTARD,P|M|G|GG,25.17
2441,Children,Coats,GOLD,P|M|G,32.16
2442,Children,Sweaters,,P|M|G,11.83
2443,Children,Pajamas-2,,P|M|G,6.01
2444,Children,Accessories,,,2.55
2445,Feminine,Coats and Blazers,TURQUOISE,S|M|L|XL,45.24
2446,Feminine,Sweaters and Knitwear,LILAC,S|M|L|XL,18.39
2447,Feminine,Dresses and Jumpsuits,,S|M|L|XL,24.13
2448,Feminine,Shirts and Blouses,,S|M|L|XL,20.75
2449,Feminine,T-shirts and Tops,,S|M|L|XL,19.24
2450,Feminine,Pants and Jeans,,36|38|40|42|44|46,12.74
2451,Feminine,Skirts and Shorts,,S|M|L|XL,9.51
2452,Feminine,Suits and Sets,,S|M|L|XL,40.05
2453,Feminine,Sportswear,,S|M|L|XL,15.81
2454,Feminine,Pajamas,,S|M|L,6.97
2455,Feminine,Accessories,,,7.51
2456,Masculine,Coats and Blazers,BLACK,M|L|XL|XXL,41.19
2457,Masculine,Sweaters and Sweatshirts,WHITE,M|L|XL|XXL,18.57
2458,Masculine,T-shirts and Polos,PINK,M|L|XL|XXL,12.52
2459,Masculine,Shirts,,M|L|XL|XXL,10.04
2460,Masculine,Pants and Jeans,,38|40|42|44|46,30.61
2461,Masculine,Suits,,M|L|XL,71.59
2462,Masculine,Sportswear,,M|L|XL,7.79
2463,Masculine,Blazers,,M|L|XL|XXL,11.27
2464,Masculine,Accessories,,,3.62
2465,Children,Baby (0-12 months),GREEN,P|M|G,21.39
2466,Children,"Girl and Boy (1-5 years, 6-14 years)",BURGUNDY,P|M|G|GG,6.62
2467,Children,Coats,,P|M|G,15.94
2468,Children,Sweaters,,P|M|G,9.28
2469,Children,Pajamas-2,,P|M|G,11.24
2470,Children,Accessories,,,5.43
2471,Feminine,Coats and Blazers,,S|M|L,16.13
2472,Feminine,Sweaters and Knitwear,,S|M|L|XL,16.89
2473,Feminine,Dresses and Jumpsuits,WHITE,S|M|L|XL,25.85
2474,Feminine,Shirts and Blouses,,S|M|L|XL,15.53
2475,Feminine,T-shirts and Tops,,S|M|L|XL,6.48
2476,Feminine,Pants and Jeans,,36|38|40|42|44|46,12.2
2477,Feminine,Skirts and Shorts,,S|M|L|XL,19.47
2478,Feminine,Suits and Sets,,S|M|L|XL,23.18
2479,Feminine,Sportswear,,S|M|L,18.8
2480,Feminine,Pajamas,,S|M|L|XL,12.42
2481,Feminine,Accessories,,,4.82
2482,Masculine,Coats and Blazers,,M|L|XL|XXL,25.85
2483,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,6.9
2484,Masculine,T-shirts and Polos,GREEN,M|L|XL|XXL,6.35
2485,Masculine,Shirts,,M|L|XL|XXL,18.13
2486,Masculine,Pants and Jeans,,38|40|42|44|46|48,13.19
2487,Masculine,Suits,,M|L|XL|XXL,27.33
2488,Masculine,Sportswear,,M|L|XL|XXL,27.73
2489,Masculine,Blazers,,M|L|XL|XXL,17.21
2490,Masculine,Accessories,,,3.24
2491,Children,Baby (0-12 months),,P|M|G,6.3
2492,Children,"Girl and Boy (1-5 years, 6-14 years)",TURQUOISE,P|M|G|GG,6.01
2493,Children,Coats,MUSTARD,P|M|G,22.16
2494,Children,Sweaters,,P|M|G,12
2495,Children,Pajamas-2,,P|M|G,15.95
2496,Children,Accessories,,,7.89
2497,Feminine,Coats and Blazers,YELLOW,S|M|L|XL,13.94
2498,Feminine,Sweaters and Knitwear,SILVER,S|M|L|XL,27.07
2499,Feminine,Dresses and Jumpsuits,TURQUOISE,S|M|L,10.28
2500,Feminine,Shirts and Blouses,,S|M|L|XL,17.14
2501,Feminine,T-shirts and Tops,,S|M|L|XL,9.59
2502,Feminine,Pants and Jeans,,36|38|40|42|44|46,11.25
2503,Feminine,Skirts and Shorts,,S|M|L|XL,16.35
2504,Feminine,Suits and Sets,,S|M|L|XL,57.15
2505,Feminine,Sportswear,,S|M|L|XL,5.34
2506,Feminine,Pajamas,,S|M|L|XL,22
2507,Feminine,Accessories,,,6.26
2508,Masculine,Coats and Blazers,RED,M|L|XL,23.9
2509,Masculine,Sweaters and Sweatshirts,BLACK,M|L|XL|XXL,24.45
2510,Masculine,T-shirts and Polos,GOLD,M|L|XL|XXL,10.53
2511,Masculine,Shirts,,M|L|XL|XXL,12.17
2512,Masculine,Pants and Jeans,BLACK,38|40|42|44|46|48,42.81
2513,Masculine,Suits,,M|L|XL|XXL,22.92
2514,Masculine,Sportswear,,M|L|XL|XXL,21.29
2515,Masculine,Blazers,,M|L|XL|XXL,12.58
2516,Masculine,Accessories,,,4.85
2517,Children,Baby (0-12 months),BEIGE,P|M|G,8.65
2518,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,13.3
2519,Children,Coats,GREEN,P|M|G,13.86
2520,Children,Sweaters,,P|M|G,9.7
2521,Children,Pajamas-2,,P|M|G,8.37
2522,Children,Accessories,,,2.34
2523,Feminine,Coats and Blazers,YELLOW,S|M|L|XL,14.81
2524,Feminine,Sweaters and Knitwear,WHITE,S|M|L|XL,25.69
2525,Feminine,Dresses and Jumpsuits,BURGUNDY,S|M|L|XL,21.33
2526,Feminine,Shirts and Blouses,,S|M|L|XL,10.83
2527,Feminine,T-shirts and Tops,,S|M|L|XL,5.06
2528,Feminine,Pants and Jeans,,36|38|40|42|44|46,17.31
2529,Feminine,Skirts and Shorts,,S|M|L|XL,15.09
2530,Feminine,Suits and Sets,,S|M|L,36.37
2531,Feminine,Sportswear,,S|M|L|XL,12.96
2532,Feminine,Pajamas,,S|M|L|XL,4.27
2533,Feminine,Accessories,,,14.81
2534,Masculine,Coats and Blazers,MUSTARD,M|L|XL|XXL,33.24
2535,Masculine,Sweaters and Sweatshirts,RED,M|L|XL,27.51
2536,Masculine,T-shirts and Polos,NEUTRAL,M|L|XL|XXL,15.38
2537,Masculine,Shirts,,M|L|XL|XXL,6.19
2538,Masculine,Pants and Jeans,,38|40|42|44|46|48,29.67
2539,Masculine,Suits,,M|L|XL|XXL,35.76
2540,Masculine,Sportswear,,M|L|XL|XXL,16.09
2541,Masculine,Blazers,,M|L|XL|XXL,20.6
2542,Masculine,Accessories,SILVER,,1.69
2543,Children,Baby (0-12 months),BURGUNDY,P|M|G,11.1
2544,Children,"Girl and Boy (1-5 years, 6-14 years)",YELLOW,P|M|G|GG,6.48
2545,Children,Coats,BLUE,P|M|G,32.72
2546,Children,Sweaters,,P|M|G,20.71
2547,Children,Pajamas-2,,P|M|G,13.8
2548,Children,Accessories,,,9.4
2549,Feminine,Coats and Blazers,YELLOW,S|M|L|XL,16.3
2550,Feminine,Sweaters and Knitwear,TURQUOISE,S|M|L|XL,9
2551,Feminine,Dresses and Jumpsuits,BURGUNDY,S|M|L|XL,34.71
2552,Feminine,Shirts and Blouses,,S|M|L|XL,6.1
2553,Feminine,T-shirts and Tops,,S|M|L|XL,3.16
2554,Feminine,Pants and Jeans,,36|38|40|42|44|46,26.9
2555,Feminine,Skirts and Shorts,,S|M|L|XL,10.97
2556,Feminine,Suits and Sets,,S|M|L,33.75
2557,Feminine,Sportswear,,S|M|L|XL,24.56
2558,Feminine,Pajamas,,S|M|L|XL,7.48
2559,Feminine,Accessories,,,1.41
2560,Masculine,Coats and Blazers,BEIGE,M|L|XL|XXL,14.42
2561,Masculine,Sweaters and Sweatshirts,,M|L|XL,11.02
2562,Masculine,T-shirts and Polos,BLACK,M|L|XL|XXL,24.52
2563,Masculine,Shirts,,M|L|XL|XXL,9.12
2564,Masculine,Pants and Jeans,,38|40|42|44|46|48,20.37
2565,Masculine,Suits,,M|L|XL|XXL,62.53
2566,Masculine,Sportswear,,M|L|XL|XXL,27.09
2567,Masculine,Blazers,,M|L|XL|XXL,16.55
2568,Masculine,Accessories,,,0.82
2569,Children,Baby (0-12 months),,P|M|G,18.74
2570,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,16.99
2571,Children,Coats,MUSTARD,P|M|G,36.48
2572,Children,Sweaters,,P|M|G,22.02
2573,Children,Pajamas-2,,P|M|G,12.58
2574,Children,Accessories,,,3.22
2575,Feminine,Coats and Blazers,,S|M|L|XL,32.27
2576,Feminine,Sweaters and Knitwear,GREEN,S|M|L,18.3
2577,Feminine,Dresses and Jumpsuits,,S|M|L|XL,14.54
2578,Feminine,Shirts and Blouses,,S|M|L|XL,10.86
2579,Feminine,T-shirts and Tops,,S|M|L|XL,17.31
2580,Feminine,Pants and Jeans,,36|38|40|42|44|46,26.47
2581,Feminine,Skirts and Shorts,,S|M|L|XL,5.92
2582,Feminine,Suits and Sets,,S|M|L|XL,61.26
2583,Feminine,Sportswear,,S|M|L|XL,17.94
2584,Feminine,Pajamas,,S|M|L|XL,19.69
2585,Feminine,Accessories,,,3.65
2586,Masculine,Coats and Blazers,BEIGE,M|L|XL|XXL,21.16
2587,Masculine,Sweaters and Sweatshirts,TURQUOISE,M|L|XL,27.95
2588,Masculine,T-shirts and Polos,MUSTARD,M|L|XL|XXL,12.29
2589,Masculine,Shirts,,M|L|XL|XXL,16.43
2590,Masculine,Pants and Jeans,,38|40|42|44|46|48,24.02
2591,Masculine,Suits,,M|L|XL|XXL,72.23
2592,Masculine,Sportswear,,M|L|XL|XXL,19.13
2593,Masculine,Blazers,,M|L|XL|XXL,7.43
2594,Masculine,Accessories,,,2.57
2595,Children,Baby (0-12 months),,P|M|G,3.49
2596,Children,"Girl and Boy (1-5 years, 6-14 years)",PINK,P|M|G|GG,8.19
2597,Children,Coats,PINK,P|M|G,25.11
2598,Children,Sweaters,,P|M|G,15.7
2599,Children,Pajamas-2,,P|M|G,21.21
2600,Children,Accessories,,,7.5
2601,Feminine,Coats and Blazers,BLACK,S|M|L|XL,16.85
2602,Feminine,Sweaters and Knitwear,MUSTARD,S|M|L,5.51
2603,Feminine,Dresses and Jumpsuits,GREEN,S|M|L|XL,25.99
2604,Feminine,Shirts and Blouses,,S|M|L|XL,25.76
2605,Feminine,T-shirts and Tops,,S|M|L|XL,5.95
2606,Feminine,Pants and Jeans,,36|38|40|42|44|46,38.64
2607,Feminine,Skirts and Shorts,,S|M|L|XL,10.3
2608,Feminine,Suits and Sets,,S|M|L|XL,29.57
2609,Feminine,Sportswear,,S|M|L|XL,16.18
2610,Feminine,Pajamas,,S|M|L|XL,6.43
2611,Feminine,Accessories,,,14.58
2612,Masculine,Coats and Blazers,BLUE,M|L|XL|XXL,12.84
2613,Masculine,Sweaters and Sweatshirts,BLACK,M|L|XL|XXL,13.74
2614,Masculine,T-shirts and Polos,YELLOW,M|L|XL|XXL,23.42
2615,Masculine,Shirts,,M|L|XL|XXL,12.8
2616,Masculine,Pants and Jeans,,38|40|42|44|46|48,24.15
2617,Masculine,Suits,,M|L|XL|XXL,35.4
2618,Masculine,Sportswear,,M|L|XL|XXL,24.6
2619,Masculine,Blazers,,M|L|XL|XXL,12.14
2620,Masculine,Accessories,,,2.03
2621,Children,Baby (0-12 months),PINK,P|M|G,6.2
2622,Children,"Girl and Boy (1-5 years, 6-14 years)",TURQUOISE,P|M|G|GG,21.67
2623,Children,Coats,BLACK,P|M|G,22.36
2624,Children,Sweaters,,P|M|G,11.38
2625,Children,Pajamas-2,,P|M|G,11.19
2626,Children,Accessories,,,6.58
2627,Feminine,Coats and Blazers,,S|M|L|XL,18.68
2628,Feminine,Sweaters and Knitwear,YELLOW,S|M|L|XL,16.12
2629,Feminine,Dresses and Jumpsuits,BLACK,S|M|L,10.68
2630,Feminine,Shirts and Blouses,,S|M|L|XL,4.13
2631,Feminine,T-shirts and Tops,,S|M|L|XL,17.96
2632,Feminine,Pants and Jeans,,36|38|40|42|44|46,10.65
2633,Feminine,Skirts and Shorts,,S|M|L|XL,20.12
2634,Feminine,Suits and Sets,,S|M|L|XL,33.3
2635,Feminine,Sportswear,,S|M|L|XL,9.13
2636,Feminine,Pajamas,,S|M|L|XL,17.48
2637,Feminine,Accessories,,,3.01
2638,Masculine,Coats and Blazers,YELLOW,M|L|XL|XXL,36.85
2639,Masculine,Sweaters and Sweatshirts,WHITE,M|L|XL|XXL,22.61
2640,Masculine,T-shirts and Polos,BEIGE,M|L|XL|XXL,6.68
2641,Masculine,Shirts,,M|L|XL,13.4
2642,Masculine,Pants and Jeans,,38|40|42|44|46|48,11.05
2643,Masculine,Suits,,M|L|XL|XXL,43.87
2644,Masculine,Sportswear,,M|L|XL|XXL,14.92
2645,Masculine,Blazers,,M|L|XL|XXL,15.66
2646,Masculine,Accessories,,,12.18
2647,Children,Baby (0-12 months),MUSTARD,P|M|G,6.9
2648,Children,"Girl and Boy (1-5 years, 6-14 years)",BLACK,P|M|G|GG,12.85
2649,Children,Coats,NEUTRAL,P|M|G,25.95
2650,Children,Sweaters,,P|M|G,22.03
2651,Children,Pajamas-2,,P|M|G,10.35
2652,Children,Accessories,,,7.4
2653,Feminine,Coats and Blazers,NEUTRAL,S|M|L|XL,19.26
2654,Feminine,Sweaters and Knitwear,BLACK,S|M|L|XL,20.21
2655,Feminine,Dresses and Jumpsuits,YELLOW,S|M|L|XL,16.57
2656,Feminine,Shirts and Blouses,,S|M|L|XL,15.04
2657,Feminine,T-shirts and Tops,,S|M|L|XL,8.97
2658,Feminine,Pants and Jeans,,36|38|40|42|44|46,15.07
2659,Feminine,Skirts and Shorts,,S|M|L|XL,13.78
2660,Feminine,Suits and Sets,,S|M|L|XL,43.48
2661,Feminine,Sportswear,,S|M|L|XL,13.68
2662,Feminine,Pajamas,,S|M|L|XL,10.53
2663,Feminine,Accessories,GOLD,,4.97
2664,Masculine,Coats and Blazers,,M|L|XL|XXL,42.45
2665,Masculine,Sweaters and Sweatshirts,TURQUOISE,M|L|XL|XXL,14.55
2666,Masculine,T-shirts and Polos,,M|L|XL|XXL,8.98
2667,Masculine,Shirts,,M|L|XL|XXL,7.53
2668,Masculine,Pants and Jeans,BLUE,38|40|42|44|46,44.88
2669,Masculine,Suits,,M|L|XL|XXL,53.72
2670,Masculine,Sportswear,,M|L|XL|XXL,7.53
2671,Masculine,Blazers,,M|L|XL|XXL,11.08
2672,Masculine,Accessories,,,2.95
2673,Children,Baby (0-12 months),RED,P|M|G,13.76
2674,Children,"Girl and Boy (1-5 years, 6-14 years)",RED,P|M|G|GG,8.85
2675,Children,Coats,LILAC,P|M|G,7.46
2676,Children,Sweaters,,P|M|G,15.53
2677,Children,Pajamas-2,,P|M|G,10.92
2678,Children,Accessories,,,3.99
2679,Feminine,Coats and Blazers,MUSTARD,S|M|L|XL,48
2680,Feminine,Sweaters and Knitwear,BLUE,S|M|L|XL,27.17
2681,Feminine,Dresses and Jumpsuits,YELLOW,S|M|L|XL,22.05
2682,Feminine,Shirts and Blouses,,S|M|L,14.59
2683,Feminine,T-shirts and Tops,,S|M|L|XL,6.81
2684,Feminine,Pants and Jeans,,36|38|40|42|44|46,23.85
2685,Feminine,Skirts and Shorts,,S|M|L,14.85
2686,Feminine,Suits and Sets,,S|M|L|XL,55.31
2687,Feminine,Sportswear,,S|M|L,16.82
2688,Feminine,Pajamas,,S|M|L|XL,10.77
2689,Feminine,Accessories,,,3.84
2690,Masculine,Coats and Blazers,YELLOW,M|L|XL|XXL,34.08
2691,Masculine,Sweaters and Sweatshirts,SILVER,M|L|XL|XXL,26.49
2692,Masculine,T-shirts and Polos,NEUTRAL,M|L|XL|XXL,13.04
2693,Masculine,Shirts,,M|L|XL|XXL,3.89
2694,Masculine,Pants and Jeans,,38|40|42|44|46|48,34.02
2695,Masculine,Suits,,M|L|XL,29.58
2696,Masculine,Sportswear,,M|L|XL|XXL,12.63
2697,Masculine,Blazers,,M|L|XL|XXL,12.29
2698,Masculine,Accessories,,,16.14
2699,Children,Baby (0-12 months),BLUE,P|M|G,6.3
2700,Children,"Girl and Boy (1-5 years, 6-14 years)",MUSTARD,P|M|G|GG,17.14
2701,Children,Coats,WHITE,P|M|G,26.68
2702,Children,Sweaters,,P|M|G,15.62
2703,Children,Pajamas-2,,P|M|G,3.34
2704,Children,Accessories,,,5.9
2705,Feminine,Coats and Blazers,PINK,S|M|L,45.68
2706,Feminine,Sweaters and Knitwear,GREEN,S|M|L|XL,17.49
2707,Feminine,Dresses and Jumpsuits,,S|M|L|XL,8.09
2708,Feminine,Shirts and Blouses,,S|M|L|XL,18.77
2709,Feminine,T-shirts and Tops,,S|M|L,5.95
2710,Feminine,Pants and Jeans,,36|38|40|42|44|46,25.44
2711,Feminine,Skirts and Shorts,,S|M|L|XL,11.5
2712,Feminine,Suits and Sets,,S|M|L|XL,34.32
2713,Feminine,Sportswear,,S|M|L|XL,23.1
2714,Feminine,Pajamas,,S|M|L|XL,8.33
2715,Feminine,Accessories,,,2.1
2716,Masculine,Coats and Blazers,PINK,M|L|XL|XXL,34.52
2717,Masculine,Sweaters and Sweatshirts,YELLOW,M|L|XL|XXL,25.02
2718,Masculine,T-shirts and Polos,PINK,M|L|XL|XXL,28.34
2719,Masculine,Shirts,,M|L|XL|XXL,16.45
2720,Masculine,Pants and Jeans,,38|40|42|44|46|48,9.78
2721,Masculine,Suits,,M|L|XL|XXL,56.15
2722,Masculine,Sportswear,,M|L|XL|XXL,10.18
2723,Masculine,Blazers,,M|L|XL|XXL,19.03
2724,Masculine,Accessories,,,3.25
2725,Children,Baby (0-12 months),LILAC,P|M|G,16.81
2726,Children,"Girl and Boy (1-5 years, 6-14 years)",BLUE,P|M|G|GG,17.75
2727,Children,Coats,SILVER,P|M|G,34.88
2728,Children,Sweaters,,P|M|G,23.96
2729,Children,Pajamas-2,,P|M|G,20.56
2730,Children,Accessories,,,3.6
2731,Feminine,Coats and Blazers,SILVER,S|M|L|XL,16.54
2732,Feminine,Sweaters and Knitwear,BEIGE,S|M|L|XL,17.88
2733,Feminine,Dresses and Jumpsuits,YELLOW,S|M|L|XL,9.82
2734,Feminine,Shirts and Blouses,,S|M|L,24.07
2735,Feminine,T-shirts and Tops,,S|M|L|XL,7.83
2736,Feminine,Pants and Jeans,,36|38|40|42|44|46,15.02
2737,Feminine,Skirts and Shorts,,S|M|L|XL,11.34
2738,Feminine,Suits and Sets,,S|M|L,22.63
2739,Feminine,Sportswear,,S|M|L,19.92
2740,Feminine,Pajamas,,S|M|L|XL,7.73
2741,Feminine,Accessories,,,10.39
2742,Masculine,Coats and Blazers,GOLD,M|L|XL|XXL,39.83
2743,Masculine,Sweaters and Sweatshirts,YELLOW,M|L|XL|XXL,16.65
2744,Masculine,T-shirts and Polos,RED,M|L|XL|XXL,17.71
2745,Masculine,Shirts,,M|L|XL|XXL,4.37
2746,Masculine,Pants and Jeans,,38|40|42|44|46|48,19.5
2747,Masculine,Suits,,M|L|XL|XXL,19.6
2748,Masculine,Sportswear,,M|L|XL|XXL,11.54
2749,Masculine,Blazers,,M|L|XL|XXL,14.41
2750,Masculine,Accessories,,,8.71
2751,Children,Baby (0-12 months),RED,P|M|G,3.15
2752,Children,"Girl and Boy (1-5 years, 6-14 years)",GREEN,P|M|G|GG,15.56
2753,Children,Coats,LILAC,P|M|G,26.51
2754,Children,Sweaters,,P|M|G,13.15
2755,Children,Pajamas-2,,P|M|G,19.22
2756,Children,Accessories,,,6.99
2757,Feminine,Coats and Blazers,PINK,S|M|L|XL,53.21
2758,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,7.46
2759,Feminine,Dresses and Jumpsuits,LILAC,S|M|L|XL,15.42
2760,Feminine,Shirts and Blouses,,S|M|L|XL,20.03
2761,Feminine,T-shirts and Tops,,S|M|L|XL,16.93
2762,Feminine,Pants and Jeans,,36|38|40|42|44|46,31.97
2763,Feminine,Skirts and Shorts,,S|M|L|XL,7.11
2764,Feminine,Suits and Sets,,S|M|L|XL,27.13
2765,Feminine,Sportswear,,S|M|L|XL,8.05
2766,Feminine,Pajamas,,S|M|L|XL,5
2767,Feminine,Accessories,,,12.15
2768,Masculine,Coats and Blazers,RED,M|L|XL|XXL,39.73
2769,Masculine,Sweaters and Sweatshirts,YELLOW,M|L|XL|XXL,31.28
2770,Masculine,T-shirts and Polos,NEUTRAL,M|L|XL|XXL,29.18
2771,Masculine,Shirts,,M|L|XL|XXL,11.12
2772,Masculine,Pants and Jeans,,38|40|42|44|46,49.87
2773,Masculine,Suits,,M|L|XL|XXL,33.18
2774,Masculine,Sportswear,,M|L|XL|XXL,18.07
